Order_ID,Order_Date,Customer_ID,Product_ID,Region_ID,Quantity,Unit_Price,Revenue,Delivery_Days,Order_Status
SO05608,2025-11-19,C033,P003,R02,1522,390.81,594812.82,28,Delayed
SO05609,2024-06-29,C013,P001,R01,1296,223.01,289020.96,25,Completed
SO05610,2023-11-03,C002,P007,R04,1780,306.31,545231.8,23,Completed
SO05611,2023-05-19,C004,P003,R03,111,95.56,10607.16,20,Completed
SO05612,2024-06-07,C012,P008,R01,89,288.42,25669.38,26,Completed
SO05613,2023-06-17,C005,P003,R04,837,72.49,60674.13,23,Completed
SO05614,2024-06-02,C030,P007,R02,259,316.3,81921.7,13,Completed
SO05615,2025-08-24,C021,P008,R01,775,305.49,236754.75,7,Completed
SO05616,2024-11-16,C002,P005,R04,376,402.99,151524.24,7,Completed
SO05617,2023-11-24,C030,P006,R02,155,57.81,8960.55,5,Completed
SO05618,2024-04-06,C039,P005,R01,586,302.2,177089.2,17,Completed
SO05619,2023-02-26,C036,P007,R04,1251,80.86,101155.86,25,Completed
SO05620,2023-02-05,C017,P007,R03,1903,289.57,551051.71,11,Completed
SO05621,2024-02-27,C033,P005,R02,1372,208.47,286020.84,5,Completed
SO05622,2023-11-25,C040,P008,R01,463,79.08,36614.04,8,Completed
SO05623,2023-07-19,C010,P008,R04,593,447.86,265580.98,15,Completed
SO05624,2023-05-14,C007,P002,R02,626,63.69,39869.94,28,Delayed
SO05625,2023-11-27,C026,P004,R04,639,120.72,77140.08,28,Delayed
SO05626,2025-05-12,C005,P005,R04,938,256.95,241019.1,18,Completed
SO05627,2024-10-19,C015,P002,R04,1291,405.37,523332.67,13,Completed
SO05628,2025-04-29,C018,P002,R04,227,406.06,92175.62,4,Completed
SO05629,2024-03-05,C013,P002,R01,1474,416.63,614112.62,24,Completed
SO05630,2025-06-29,C014,P001,R03,550,232.84,128062.0,7,Completed
SO05631,2024-11-26,C029,P001,R02,1162,317.12,368493.44,20,Completed
SO05632,2025-09-10,C004,P002,R03,1733,434.52,753023.16,8,Completed
SO05633,2024-08-16,C045,P003,R03,1178,456.62,537898.36,16,Completed
SO05634,2025-11-14,C001,P003,R01,392,59.03,23139.76,11,Completed
SO05635,2023-05-29,C036,P006,R04,478,334.96,160110.88,25,Completed
SO05636,2023-10-07,C001,P004,R01,200,300.99,60198.0,4,Completed
SO05637,2023-12-17,C019,P007,R04,1869,102.29,191180.01,13,Completed
SO05638,2025-08-14,C037,P005,R04,420,287.44,120724.8,28,Delayed
SO05639,2025-05-15,C041,P003,R02,1215,212.81,258564.15,4,Completed
SO05640,2025-06-24,C033,P002,R02,872,161.96,141229.12,22,Completed
SO05641,2023-08-25,C009,P001,R02,1688,147.09,248287.92,19,Completed
SO05642,2024-03-14,C002,P003,R04,1988,357.73,711167.24,10,Completed
SO05643,2023-04-07,C022,P006,R02,117,410.71,48053.07,3,Completed
SO05644,2023-09-23,C001,P007,R01,617,347.55,214438.35,22,Completed
SO05645,2025-05-29,C039,P002,R01,980,319.09,312708.2,16,Completed
SO05646,2024-05-10,C005,P002,R04,386,452.71,174746.06,13,Completed
SO05647,2024-09-17,C004,P002,R03,936,409.26,383067.36,16,Completed
SO05648,2025-06-18,C011,P001,R04,1766,191.43,338065.38,27,Delayed
SO05649,2024-09-21,C026,P001,R04,1033,178.08,183956.64,4,Completed
SO05650,2024-11-22,C016,P005,R03,1641,268.2,440116.2,19,Completed
SO05651,2025-04-19,C035,P002,R02,591,490.48,289873.68,20,Completed
SO05652,2025-03-22,C041,P002,R02,359,441.72,158577.48,29,Delayed
SO05653,2024-02-29,C021,P008,R01,1449,485.54,703547.46,27,Delayed
SO05654,2025-07-23,C048,P005,R04,1655,26.94,44585.7,26,Completed
SO05655,2024-12-26,C029,P001,R02,950,371.58,353001.0,10,Completed
SO05656,2023-12-19,C025,P005,R01,625,140.99,88118.75,17,Completed
SO05657,2024-01-25,C005,P005,R04,516,279.37,144154.92,14,Completed
SO05658,2024-01-07,C003,P006,R03,1160,151.88,176180.8,28,Delayed
SO05659,2025-01-19,C004,P002,R03,618,253.69,156780.42,18,Completed
SO05660,2025-10-20,C048,P003,R04,1581,481.28,760903.68,10,Completed
SO05661,2025-08-11,C030,P004,R02,828,160.9,133225.2,29,Delayed
SO05662,2025-11-25,C001,P007,R01,1458,251.95,367343.1,18,Completed
SO05663,2025-12-31,C004,P005,R03,1668,52.0,86736.0,5,Completed
SO05664,2024-01-13,C033,P002,R02,1209,124.11,150048.99,28,Delayed
SO05665,2023-09-03,C029,P003,R02,348,158.55,55175.4,11,Completed
SO05666,2025-05-28,C028,P006,R04,734,177.29,130130.86,17,Completed
SO05667,2025-05-02,C006,P008,R04,809,45.11,36493.99,9,Completed
SO05668,2025-09-03,C001,P007,R01,1318,405.23,534093.14,21,Completed
SO05669,2024-01-03,C032,P006,R02,490,53.73,26327.7,21,Completed
SO05670,2024-02-11,C030,P005,R02,1928,189.74,365818.72,29,Delayed
SO05671,2025-03-15,C002,P006,R04,1323,377.42,499326.66,8,Completed
SO05672,2024-05-05,C032,P004,R02,1602,126.2,202172.4,19,Completed
SO05673,2024-11-10,C020,P001,R01,751,434.7,326459.7,13,Completed
SO05674,2025-08-27,C035,P003,R02,70,47.08,3295.6,23,Completed
SO05675,2025-05-03,C009,P001,R02,1425,473.14,674224.5,16,Completed
SO05676,2025-03-27,C007,P003,R02,207,91.5,18940.5,29,Delayed
SO05677,2024-07-27,C046,P004,R01,269,420.34,113071.46,9,Completed
SO05678,2023-09-06,C023,P001,R04,1315,445.99,586476.85,20,Completed
SO05679,2025-09-09,C008,P002,R04,1747,259.91,454062.77,13,Completed
SO05680,2024-09-08,C047,P008,R04,324,172.4,55857.6,22,Completed
SO05681,2025-10-26,C048,P003,R04,1895,456.4,864878.0,19,Completed
SO05682,2025-12-21,C033,P003,R02,558,211.86,118217.88,28,Delayed
SO05683,2023-09-02,C043,P008,R04,439,156.2,68571.8,20,Completed
SO05684,2024-12-26,C038,P007,R02,1137,420.12,477676.44,27,Delayed
SO05685,2023-04-27,C006,P002,R04,1706,325.35,555047.1,27,Delayed
SO05686,2024-06-01,C034,P003,R02,1011,77.87,78726.57,19,Completed
SO05687,2025-07-18,C017,P006,R03,494,94.23,46549.62,13,Completed
SO05688,2024-12-17,C023,P008,R04,1877,320.93,602385.61,26,Completed
SO05689,2023-07-21,C030,P001,R02,354,403.43,142814.22,29,Delayed
SO05690,2023-10-26,C014,P006,R03,939,77.54,72810.06,23,Completed
SO05691,2024-12-30,C011,P003,R04,1181,490.58,579374.98,25,Completed
SO05692,2023-02-14,C006,P005,R04,209,242.16,50611.44,14,Completed
SO05693,2024-04-09,C044,P002,R01,1262,308.45,389263.9,11,Completed
SO05694,2025-11-12,C001,P003,R01,1144,499.24,571130.56,23,Completed
SO05695,2024-11-27,C049,P004,R03,659,279.21,183999.39,27,Delayed
SO05696,2023-06-03,C006,P005,R04,494,175.55,86721.7,9,Completed
SO05697,2024-03-02,C031,P008,R02,1204,297.68,358406.72,24,Completed
SO05698,2024-10-30,C048,P004,R04,535,397.95,212903.25,10,Completed
SO05699,2024-03-25,C042,P001,R04,1960,261.54,512618.4,16,Completed
SO05700,2023-09-22,C009,P003,R02,638,268.65,171398.7,23,Completed
SO05701,2025-03-12,C045,P001,R03,414,242.81,100523.34,16,Completed
SO05702,2024-10-11,C044,P001,R01,687,250.13,171839.31,11,Completed
SO05703,2024-07-26,C026,P008,R04,1134,259.78,294590.52,20,Completed
SO05704,2025-03-10,C002,P007,R04,1209,164.7,199122.3,20,Completed
SO05705,2023-03-26,C039,P007,R01,914,342.04,312624.56,3,Completed
SO05706,2023-04-05,C036,P008,R04,1896,471.1,893205.6,7,Completed
SO05707,2024-07-04,C040,P002,R01,1485,59.22,87941.7,9,Completed
SO05708,2025-01-05,C022,P003,R02,1927,231.81,446697.87,3,Completed
SO05709,2024-04-13,C001,P007,R01,763,351.1,267889.3,6,Completed
SO05710,2025-06-05,C011,P001,R04,296,106.62,31559.52,24,Completed
SO05711,2024-04-24,C038,P004,R02,1316,101.58,133679.28,28,Delayed
SO05712,2025-04-03,C015,P005,R04,196,102.36,20062.56,27,Delayed
SO05713,2023-05-05,C007,P008,R02,339,463.4,157092.6,25,Completed
SO05714,2025-01-18,C027,P008,R03,1139,166.95,190156.05,6,Completed
SO05715,2023-12-19,C011,P006,R04,1625,395.53,642736.25,18,Completed
SO05716,2025-05-06,C009,P003,R02,1953,266.43,520337.79,14,Completed
SO05717,2023-01-06,C046,P001,R01,351,391.12,137283.12,8,Completed
SO05718,2023-04-01,C019,P005,R04,1532,493.44,755950.08,13,Completed
SO05719,2023-03-16,C044,P004,R01,453,151.7,68720.1,7,Completed
SO05720,2025-08-02,C047,P001,R04,1037,467.1,484382.7,4,Completed
SO05721,2024-05-31,C023,P008,R04,341,453.4,154609.4,14,Completed
SO05722,2024-12-29,C016,P004,R03,1087,419.27,455746.49,19,Completed
SO05723,2023-05-31,C038,P002,R02,1698,76.02,129081.96,23,Completed
SO05724,2024-12-14,C034,P002,R02,1157,177.66,205552.62,6,Completed
SO05725,2023-06-11,C007,P008,R02,1159,355.45,411966.55,5,Completed
SO05726,2025-12-24,C035,P001,R02,1938,134.69,261029.22,23,Completed
SO05727,2023-03-21,C048,P005,R04,1743,313.96,547232.28,19,Completed
SO05728,2023-06-13,C013,P006,R01,1840,480.95,884948.0,16,Completed
SO05729,2024-09-15,C048,P002,R04,1414,462.21,653564.94,14,Completed
SO05730,2024-10-31,C001,P007,R01,315,52.57,16559.55,28,Delayed
SO05731,2024-08-15,C015,P003,R04,956,359.74,343911.44,14,Completed
SO05732,2025-11-14,C048,P004,R04,614,379.34,232914.76,8,Completed
SO05733,2023-03-08,C033,P006,R02,229,90.13,20639.77,21,Completed
SO05734,2023-12-02,C022,P002,R02,1035,332.52,344158.2,8,Completed
SO05735,2024-11-14,C022,P006,R02,1951,302.71,590587.21,14,Completed
SO05736,2025-04-04,C047,P006,R04,104,373.44,38837.76,27,Delayed
SO05737,2024-03-03,C025,P007,R01,1519,75.57,114790.83,10,Completed
SO05738,2024-07-19,C033,P002,R02,732,220.9,161698.8,23,Completed
SO05739,2025-11-18,C020,P001,R01,1780,69.06,122926.8,20,Completed
SO05740,2025-07-13,C017,P008,R03,1777,205.81,365724.37,12,Completed
SO05741,2024-12-29,C040,P008,R01,78,455.75,35548.5,27,Delayed
SO05742,2025-08-14,C006,P005,R04,1831,38.58,70639.98,27,Delayed
SO05743,2024-09-13,C024,P002,R02,1081,181.42,196115.02,26,Completed
SO05744,2024-09-14,C032,P006,R02,785,346.2,271767.0,3,Completed
SO05745,2023-02-02,C015,P007,R04,748,117.46,87860.08,7,Completed
SO05746,2025-07-15,C040,P005,R01,916,285.09,261142.44,18,Completed
SO05747,2023-12-19,C036,P007,R04,1393,40.56,56500.08,29,Delayed
SO05748,2024-12-15,C017,P001,R03,444,180.77,80261.88,27,Delayed
SO05749,2023-05-08,C041,P007,R02,1281,498.99,639206.19,6,Completed
SO05750,2024-07-30,C001,P008,R01,961,308.66,296622.26,12,Completed
SO05751,2025-03-21,C009,P003,R02,1142,114.44,130690.48,7,Completed
SO05752,2025-11-07,C005,P005,R04,1654,65.24,107906.96,11,Completed
SO05753,2025-05-19,C043,P004,R04,832,193.81,161249.92,25,Completed
SO05754,2023-03-30,C020,P004,R01,1515,389.91,590713.65,14,Completed
SO05755,2024-12-22,C013,P002,R01,1203,337.22,405675.66,13,Completed
SO05756,2024-04-02,C016,P007,R03,656,339.41,222652.96,10,Completed
SO05757,2023-01-07,C019,P006,R04,507,112.77,57174.39,24,Completed
SO05758,2023-11-20,C019,P007,R04,766,25.53,19555.98,10,Completed
SO05759,2024-11-21,C005,P007,R04,978,161.46,157907.88,21,Completed
SO05760,2024-08-10,C028,P005,R04,1755,442.62,776798.1,9,Completed
SO05761,2024-05-16,C012,P001,R01,735,287.42,211253.7,22,Completed
SO05762,2024-01-17,C023,P008,R04,455,486.55,221380.25,13,Completed
SO05763,2023-02-17,C007,P004,R02,390,471.99,184076.1,27,Delayed
SO05764,2024-07-19,C017,P001,R03,722,413.34,298431.48,15,Completed
SO05765,2024-10-25,C045,P006,R03,289,43.4,12542.6,3,Completed
SO05766,2023-10-25,C018,P008,R04,108,217.49,23488.92,27,Delayed
SO05767,2024-12-04,C005,P003,R04,1465,388.79,569577.35,26,Completed
SO05768,2025-11-16,C050,P005,R04,583,228.21,133046.43,9,Completed
SO05769,2023-02-01,C005,P002,R04,178,354.25,63056.5,29,Delayed
SO05770,2025-09-03,C029,P001,R02,1054,202.27,213192.58,13,Completed
SO05771,2023-03-11,C023,P007,R04,1196,252.9,302468.4,21,Completed
SO05772,2024-01-15,C006,P005,R04,1303,360.75,470057.25,27,Delayed
SO05773,2024-11-08,C025,P001,R01,1407,194.66,273886.62,25,Completed
SO05774,2023-04-27,C015,P006,R04,181,229.88,41608.28,8,Completed
SO05775,2024-12-05,C023,P006,R04,1455,197.6,287508.0,26,Completed
SO05776,2024-02-24,C042,P002,R04,1898,318.71,604911.58,29,Delayed
SO05777,2024-03-18,C021,P008,R01,1261,127.07,160235.27,15,Completed
SO05778,2024-11-15,C017,P008,R03,545,260.95,142217.75,21,Completed
SO05779,2024-08-14,C009,P001,R02,625,398.64,249150.0,27,Delayed
SO05780,2025-10-26,C029,P003,R02,1877,413.11,775407.47,24,Completed
SO05781,2024-11-25,C044,P005,R01,1114,338.73,377345.22,11,Completed
SO05782,2023-12-04,C046,P006,R01,1005,276.61,277993.05,22,Completed
SO05783,2023-07-13,C044,P002,R01,1007,233.17,234802.19,10,Completed
SO05784,2023-12-09,C026,P004,R04,1103,251.53,277437.59,13,Completed
SO05785,2024-09-07,C034,P006,R02,1981,293.55,581522.55,5,Completed
SO05786,2025-01-31,C005,P004,R04,894,164.86,147384.84,3,Completed
SO05787,2023-12-08,C029,P004,R02,368,198.11,72904.48,18,Completed
SO05788,2024-12-17,C017,P006,R03,1293,157.96,204242.28,19,Completed
SO05789,2023-12-17,C024,P004,R02,1614,24.45,39462.3,14,Completed
SO05790,2024-08-02,C024,P001,R02,805,200.75,161603.75,12,Completed
SO05791,2023-12-20,C038,P004,R02,257,473.01,121563.57,25,Completed
SO05792,2025-08-10,C007,P003,R02,1584,383.31,607163.04,19,Completed
SO05793,2024-04-25,C019,P005,R04,1639,419.8,688052.2,13,Completed
SO05794,2024-06-14,C029,P006,R02,1162,54.51,63340.62,24,Completed
SO05795,2024-07-08,C018,P007,R04,1387,419.52,581874.24,19,Completed
SO05796,2023-08-10,C043,P008,R04,116,157.92,18318.72,17,Completed
SO05797,2023-12-28,C019,P004,R04,128,451.03,57731.84,28,Delayed
SO05798,2023-03-01,C041,P003,R02,1895,296.5,561867.5,25,Completed
SO05799,2025-06-30,C024,P006,R02,1987,459.9,913821.3,17,Completed
SO05800,2024-11-28,C050,P003,R04,1492,202.86,302667.12,27,Delayed
SO05801,2023-08-23,C032,P002,R02,1327,465.47,617678.69,23,Completed
SO05802,2025-01-18,C004,P008,R03,546,34.17,18656.82,4,Completed
SO05803,2023-12-23,C041,P006,R02,1016,302.27,307106.32,14,Completed
SO05804,2023-12-09,C001,P001,R01,559,326.31,182407.29,28,Delayed
SO05805,2023-08-05,C002,P005,R04,1873,91.26,170929.98,20,Completed
SO05806,2023-07-14,C045,P006,R03,201,109.78,22065.78,17,Completed
SO05807,2025-06-29,C038,P001,R02,488,342.63,167203.44,11,Completed
SO05808,2023-06-13,C015,P003,R04,671,86.62,58122.02,8,Completed
SO05809,2024-02-29,C040,P006,R01,1782,494.24,880735.68,13,Completed
SO05810,2024-11-15,C034,P004,R02,1199,205.94,246922.06,17,Completed
SO05811,2023-11-09,C003,P001,R03,372,189.62,70538.64,5,Completed
SO05812,2023-12-08,C003,P003,R03,1883,344.02,647789.66,11,Completed
SO05813,2025-02-07,C034,P001,R02,1467,455.45,668145.15,14,Completed
SO05814,2025-08-31,C047,P007,R04,232,439.54,101973.28,9,Completed
SO05815,2025-07-06,C023,P007,R04,1505,70.01,105365.05,25,Completed
SO05816,2024-04-08,C041,P002,R02,1749,138.46,242166.54,12,Completed
SO05817,2023-12-29,C030,P001,R02,274,255.93,70124.82,25,Completed
SO05818,2024-04-06,C025,P002,R01,126,309.79,39033.54,4,Completed
SO05819,2025-02-02,C014,P003,R03,1080,187.23,202208.4,16,Completed
SO05820,2024-07-25,C017,P004,R03,1058,261.87,277058.46,15,Completed
SO05821,2023-07-03,C018,P007,R04,1296,64.38,83436.48,8,Completed
SO05822,2025-01-18,C035,P006,R02,1256,228.72,287272.32,23,Completed
SO05823,2025-03-15,C014,P001,R03,1557,382.56,595645.92,11,Completed
SO05824,2023-03-09,C013,P004,R01,1651,67.16,110881.16,22,Completed
SO05825,2024-11-08,C018,P005,R04,121,299.98,36297.58,12,Completed
SO05826,2025-05-13,C005,P001,R04,1153,32.59,37576.27,21,Completed
SO05827,2024-03-11,C043,P003,R04,455,101.24,46064.2,26,Completed
SO05828,2023-10-28,C039,P002,R01,182,138.76,25254.32,17,Completed
SO05829,2025-06-24,C029,P003,R02,1779,158.19,281420.01,28,Delayed
SO05830,2025-01-11,C002,P005,R04,374,315.73,118083.02,21,Completed
SO05831,2024-05-08,C035,P007,R02,633,459.32,290749.56,8,Completed
SO05832,2023-11-27,C001,P001,R01,52,64.57,3357.64,26,Completed
SO05833,2024-10-27,C003,P005,R03,1824,364.93,665632.32,13,Completed
SO05834,2023-05-12,C041,P008,R02,479,202.44,96968.76,13,Completed
SO05835,2024-04-04,C047,P003,R04,1255,484.16,607620.8,4,Completed
SO05836,2023-01-25,C027,P002,R03,491,361.69,177589.79,16,Completed
SO05837,2024-12-22,C025,P007,R01,1878,54.04,101487.12,13,Completed
SO05838,2025-05-26,C005,P006,R04,1262,77.89,98297.18,4,Completed
SO05839,2023-08-17,C010,P008,R04,1614,496.86,801932.04,23,Completed
SO05840,2023-01-30,C048,P003,R04,428,253.19,108365.32,8,Completed
SO05841,2023-08-08,C032,P006,R02,1813,495.25,897888.25,9,Completed
SO05842,2023-05-06,C002,P004,R04,1433,100.22,143615.26,20,Completed
SO05843,2023-08-04,C019,P008,R04,566,397.38,224917.08,9,Completed
SO05844,2025-09-23,C011,P002,R04,662,216.19,143117.78,25,Completed
SO05845,2024-07-08,C008,P006,R04,379,48.57,18408.03,13,Completed
SO05846,2023-11-11,C008,P007,R04,919,412.87,379427.53,16,Completed
SO05847,2024-11-29,C002,P008,R04,327,378.4,123736.8,28,Delayed
SO05848,2025-03-22,C008,P008,R04,821,22.96,18850.16,16,Completed
SO05849,2023-12-08,C029,P005,R02,250,400.82,100205.0,22,Completed
SO05850,2024-10-02,C023,P005,R04,1603,373.5,598720.5,24,Completed
SO05851,2024-11-28,C038,P004,R02,743,74.52,55368.36,21,Completed
SO05852,2025-05-25,C039,P006,R01,1996,390.21,778859.16,17,Completed
SO05853,2024-04-05,C035,P003,R02,997,156.98,156509.06,10,Completed
SO05854,2024-10-19,C008,P005,R04,1977,409.18,808948.86,4,Completed
SO05855,2023-03-09,C041,P002,R02,634,104.16,66037.44,8,Completed
SO05856,2025-02-16,C037,P001,R04,483,481.72,232670.76,15,Completed
SO05857,2025-03-14,C040,P003,R01,890,33.34,29672.6,10,Completed
SO05858,2024-08-03,C047,P004,R04,1873,392.84,735789.32,26,Completed
SO05859,2025-09-26,C027,P005,R03,1383,466.82,645612.06,20,Completed
SO05860,2025-03-02,C033,P008,R02,607,407.87,247577.09,3,Completed
SO05861,2024-10-11,C044,P004,R01,1664,477.15,793977.6,6,Completed
SO05862,2023-10-10,C042,P005,R04,189,417.12,78835.68,18,Completed
SO05863,2025-08-09,C011,P008,R04,65,390.29,25368.85,18,Completed
SO05864,2024-02-24,C031,P007,R02,1115,214.05,238665.75,16,Completed
SO05865,2024-09-22,C039,P007,R01,563,411.0,231393.0,26,Completed
SO05866,2025-02-04,C008,P007,R04,1585,403.44,639452.4,7,Completed
SO05867,2023-09-03,C044,P007,R01,708,36.56,25884.48,6,Completed
SO05868,2023-09-10,C050,P008,R04,843,91.12,76814.16,17,Completed
SO05869,2024-06-10,C024,P004,R02,868,202.89,176108.52,8,Completed
SO05870,2024-02-07,C006,P006,R04,1374,216.51,297484.74,18,Completed
SO05871,2023-07-31,C012,P002,R01,548,271.66,148869.68,28,Delayed
SO05872,2024-01-29,C024,P004,R02,1444,405.08,584935.52,6,Completed
SO05873,2025-01-15,C022,P006,R02,691,97.81,67586.71,26,Completed
SO05874,2025-05-02,C001,P004,R01,295,354.79,104663.05,9,Completed
SO05875,2025-08-20,C027,P008,R03,1915,107.83,206494.45,9,Completed
SO05876,2023-01-27,C045,P006,R03,124,362.62,44964.88,11,Completed
SO05877,2023-01-12,C014,P003,R03,358,100.15,35853.7,5,Completed
SO05878,2025-06-17,C034,P001,R02,1128,255.32,288000.96,19,Completed
SO05879,2023-12-30,C043,P005,R04,1281,65.23,83559.63,8,Completed
SO05880,2023-12-22,C022,P001,R02,646,128.61,83082.06,17,Completed
SO05881,2025-01-13,C044,P004,R01,207,176.78,36593.46,25,Completed
SO05882,2025-03-13,C031,P002,R02,815,166.42,135632.3,21,Completed
SO05883,2025-04-17,C022,P004,R02,954,176.53,168409.62,12,Completed
SO05884,2025-02-21,C018,P006,R04,1757,273.55,480627.35,18,Completed
SO05885,2024-12-18,C012,P002,R01,1197,73.19,87608.43,15,Completed
SO05886,2025-10-12,C039,P001,R01,1529,62.76,95960.04,11,Completed
SO05887,2025-08-07,C048,P001,R04,1571,281.12,441639.52,24,Completed
SO05888,2023-01-25,C031,P008,R02,1944,29.59,57522.96,5,Completed
SO05889,2024-08-17,C008,P003,R04,945,69.32,65507.4,26,Completed
SO05890,2024-09-25,C043,P005,R04,1261,368.89,465170.29,13,Completed
SO05891,2025-07-25,C026,P003,R04,1713,442.14,757385.82,11,Completed
SO05892,2024-03-13,C050,P003,R04,1595,423.34,675227.3,12,Completed
SO05893,2024-04-15,C050,P007,R04,1878,307.8,578048.4,8,Completed
SO05894,2023-07-31,C011,P006,R04,1190,264.78,315088.2,5,Completed
SO05895,2025-03-13,C037,P007,R04,1498,216.02,323597.96,15,Completed
SO05896,2025-12-06,C044,P005,R01,1263,174.55,220456.65,29,Delayed
SO05897,2023-01-27,C016,P004,R03,56,109.06,6107.36,14,Completed
SO05898,2023-05-01,C003,P008,R03,313,378.4,118439.2,13,Completed
SO05899,2025-11-25,C026,P003,R04,1414,156.45,221220.3,7,Completed
SO05900,2024-12-14,C047,P007,R04,1241,368.18,456911.38,26,Completed
SO05901,2024-08-01,C011,P006,R04,1752,24.99,43782.48,17,Completed
SO05902,2023-11-06,C001,P007,R01,63,316.03,19909.89,27,Delayed
SO05903,2025-09-17,C049,P003,R03,233,88.34,20583.22,7,Completed
SO05904,2025-02-25,C039,P008,R01,1467,135.53,198822.51,15,Completed
SO05905,2025-07-31,C050,P003,R04,1846,496.15,915892.9,5,Completed
SO05906,2025-09-26,C038,P001,R02,1644,215.86,354873.84,23,Completed
SO05907,2025-08-23,C002,P008,R04,842,181.49,152814.58,8,Completed
SO05908,2025-12-24,C034,P001,R02,411,161.91,66545.01,29,Delayed
SO05909,2023-01-25,C044,P003,R01,773,474.11,366487.03,12,Completed
SO05910,2024-07-27,C035,P001,R02,682,144.55,98583.1,17,Completed
SO05911,2023-05-10,C011,P003,R04,1706,380.56,649235.36,22,Completed
SO05912,2024-12-08,C015,P008,R04,816,446.8,364588.8,28,Delayed
SO05913,2023-09-01,C038,P005,R02,1476,226.33,334063.08,27,Delayed
SO05914,2023-10-28,C012,P007,R01,944,461.18,435353.92,3,Completed
SO05915,2024-10-31,C002,P005,R04,295,41.13,12133.35,20,Completed
SO05916,2023-08-27,C048,P005,R04,728,178.54,129977.12,24,Completed
SO05917,2024-05-31,C006,P005,R04,75,42.1,3157.5,21,Completed
SO05918,2025-08-14,C006,P001,R04,1058,181.01,191508.58,8,Completed
SO05919,2023-09-05,C046,P008,R01,1122,416.21,466987.62,29,Delayed
SO05920,2023-06-25,C005,P002,R04,1326,87.8,116422.8,13,Completed
SO05921,2023-09-02,C022,P003,R02,1023,181.06,185224.38,13,Completed
SO05922,2023-05-12,C021,P004,R01,1238,171.33,212106.54,28,Delayed
SO05923,2025-10-13,C040,P004,R01,646,172.35,111338.1,17,Completed
SO05924,2025-07-21,C036,P003,R04,1444,347.09,501197.96,25,Completed
SO05925,2024-03-19,C006,P005,R04,1710,266.44,455612.4,25,Completed
SO05926,2024-01-21,C025,P001,R01,568,420.93,239088.24,28,Delayed
SO05927,2024-06-29,C038,P001,R02,1787,339.47,606632.89,17,Completed
SO05928,2023-09-18,C033,P007,R02,746,446.77,333290.42,8,Completed
SO05929,2025-03-17,C018,P006,R04,1885,135.64,255681.4,4,Completed
SO05930,2024-11-24,C018,P006,R04,378,348.49,131729.22,3,Completed
SO05931,2025-06-11,C013,P003,R01,174,68.1,11849.4,25,Completed
SO05932,2024-03-28,C016,P001,R03,1694,305.61,517703.34,21,Completed
SO05933,2025-11-20,C023,P001,R04,1109,343.01,380398.09,26,Completed
SO05934,2024-07-28,C050,P002,R04,1284,373.72,479856.48,7,Completed
SO05935,2025-05-03,C043,P002,R04,1734,328.02,568786.68,23,Completed
SO05936,2025-11-09,C016,P001,R03,751,84.29,63301.79,3,Completed
SO05937,2025-01-03,C018,P005,R04,1370,81.02,110997.4,27,Delayed
SO05938,2024-08-30,C004,P007,R03,1802,73.8,132987.6,12,Completed
SO05939,2024-11-05,C048,P004,R04,890,374.95,333705.5,18,Completed
SO05940,2023-10-24,C037,P008,R04,990,176.92,175150.8,6,Completed
SO05941,2025-06-14,C020,P002,R01,536,216.03,115792.08,19,Completed
SO05942,2023-08-21,C019,P002,R04,474,95.91,45461.34,9,Completed
SO05943,2023-11-13,C020,P001,R01,1175,392.46,461140.5,22,Completed
SO05944,2024-10-12,C023,P007,R04,951,227.72,216561.72,24,Completed
SO05945,2024-05-18,C041,P003,R02,724,126.74,91759.76,11,Completed
SO05946,2025-11-04,C032,P001,R02,476,393.3,187210.8,13,Completed
SO05947,2024-10-01,C024,P008,R02,1311,190.85,250204.35,5,Completed
SO05948,2025-11-21,C045,P005,R03,167,35.0,5845.0,24,Completed
SO05949,2024-01-08,C048,P002,R04,993,298.6,296509.8,8,Completed
SO05950,2025-05-15,C003,P008,R03,1777,400.67,711990.59,16,Completed
SO05951,2023-06-14,C026,P001,R04,621,20.91,12985.11,24,Completed
SO05952,2023-12-01,C024,P004,R02,1163,459.36,534235.68,11,Completed
SO05953,2023-09-28,C003,P008,R03,184,73.55,13533.2,26,Completed
SO05954,2025-01-31,C012,P003,R01,1894,162.63,308021.22,11,Completed
SO05955,2024-08-06,C004,P003,R03,456,194.49,88687.44,18,Completed
SO05956,2024-06-02,C039,P006,R01,1256,176.86,222136.16,15,Completed
SO05957,2023-02-13,C024,P004,R02,750,351.38,263535.0,20,Completed
SO05958,2024-04-15,C010,P008,R04,60,483.39,29003.4,13,Completed
SO05959,2023-11-01,C013,P005,R01,1240,177.81,220484.4,15,Completed
SO05960,2025-07-18,C042,P006,R04,334,475.53,158827.02,6,Completed
SO05961,2023-12-09,C041,P003,R02,1079,302.29,326170.91,27,Delayed
SO05962,2024-02-20,C012,P002,R01,603,114.31,68928.93,27,Delayed
SO05963,2023-10-13,C019,P006,R04,519,383.81,199197.39,6,Completed
SO05964,2024-04-06,C016,P004,R03,1267,21.71,27506.57,3,Completed
SO05965,2023-09-05,C014,P004,R03,1371,416.85,571501.35,14,Completed
SO05966,2023-07-18,C001,P001,R01,1730,430.01,743917.3,3,Completed
SO05967,2024-05-21,C006,P002,R04,134,300.42,40256.28,6,Completed
