Month,Product_ID,Region_ID,Actual_Demand,Year,Month_Number,Time_Index,Demand_Lag_1,Demand_Lag_2,Demand_Lag_3,Demand_Lag_6,Demand_Lag_12,Demand_Rolling_Mean_3,Demand_Rolling_Mean_6,Quarter
2025-05-01,P004,R01,7201,2025,5,29,1505.0,4743.0,7343.0,2878.0,11598.0,4530.333333333333,4631.5,2
2025-06-01,P004,R01,4848,2025,6,30,7201.0,1505.0,4743.0,3566.0,4024.0,4483.0,5352.0,2
2025-07-01,P004,R01,6644,2025,7,31,4848.0,7201.0,1505.0,7754.0,6748.0,4518.0,5565.666666666667,3
2025-08-01,P004,R01,5179,2025,8,32,6644.0,4848.0,7201.0,7343.0,7324.0,6231.0,5380.666666666667,3
2025-09-01,P004,R01,8446,2025,9,33,5179.0,6644.0,4848.0,4743.0,8407.0,5557.0,5020.0,3
2025-10-01,P004,R01,6971,2025,10,34,8446.0,5179.0,6644.0,1505.0,11569.0,6756.333333333333,5637.166666666667,4
2025-11-01,P004,R01,128,2025,11,35,6971.0,8446.0,5179.0,7201.0,2878.0,6865.333333333333,6548.166666666667,4
2025-12-01,P004,R01,1658,2025,12,36,128.0,6971.0,8446.0,4848.0,3566.0,5181.666666666667,5369.333333333333,4
2023-01-01,P004,R02,6037,2023,1,1,,,,,,,,1
2023-02-01,P004,R02,5837,2023,2,2,6037.0,,,,,,,1
2023-03-01,P004,R02,5444,2023,3,3,5837.0,6037.0,,,,,,1
2023-04-01,P004,R02,16968,2023,4,4,5444.0,5837.0,6037.0,,,5772.666666666667,,2
2023-05-01,P004,R02,5630,2023,5,5,16968.0,5444.0,5837.0,,,9416.333333333334,,2
2023-06-01,P004,R02,9263,2023,6,6,5630.0,16968.0,5444.0,,,9347.333333333334,,2
2023-07-01,P004,R02,4851,2023,7,7,9263.0,5630.0,16968.0,6037.0,,10620.333333333334,8196.5,3
2023-08-01,P004,R02,6129,2023,8,8,4851.0,9263.0,5630.0,5837.0,,6581.333333333333,7998.833333333333,3
2023-09-01,P004,R02,5692,2023,9,9,6129.0,4851.0,9263.0,5444.0,,6747.666666666667,8047.5,3
2023-10-01,P004,R02,14842,2023,10,10,5692.0,6129.0,4851.0,16968.0,,5557.333333333333,8088.833333333333,4
2023-11-01,P004,R02,16275,2023,11,11,14842.0,5692.0,6129.0,5630.0,,8887.666666666666,7734.5,4
2023-12-01,P004,R02,15419,2023,12,12,16275.0,14842.0,5692.0,9263.0,,12269.666666666666,9508.666666666666,4
2024-01-01,P004,R02,8158,2024,1,13,15419.0,16275.0,14842.0,4851.0,6037.0,15512.0,10534.666666666666,1
2024-02-01,P004,R02,5114,2024,2,14,8158.0,15419.0,16275.0,6129.0,5837.0,13284.0,11085.833333333334,1
2024-03-01,P004,R02,8113,2024,3,15,5114.0,8158.0,15419.0,5692.0,5444.0,9563.666666666666,10916.666666666666,1
2024-04-01,P004,R02,6912,2024,4,16,8113.0,5114.0,8158.0,14842.0,16968.0,7128.333333333333,11320.166666666666,2
2024-05-01,P004,R02,8880,2024,5,17,6912.0,8113.0,5114.0,16275.0,5630.0,6713.0,9998.5,2
2024-06-01,P004,R02,9857,2024,6,18,8880.0,6912.0,8113.0,15419.0,9263.0,7968.333333333333,8766.0,2
2024-07-01,P004,R02,7494,2024,7,19,9857.0,8880.0,6912.0,8158.0,4851.0,8549.666666666666,7839.0,3
2024-08-01,P004,R02,9912,2024,8,20,7494.0,9857.0,8880.0,5114.0,6129.0,8743.666666666666,7728.333333333333,3
2024-09-01,P004,R02,11895,2024,9,21,9912.0,7494.0,9857.0,8113.0,5692.0,9087.666666666666,8528.0,3
2024-10-01,P004,R02,9252,2024,10,22,11895.0,9912.0,7494.0,6912.0,14842.0,9767.0,9158.333333333334,4
2024-11-01,P004,R02,7128,2024,11,23,9252.0,11895.0,9912.0,8880.0,16275.0,10353.0,9548.333333333334,4
2024-12-01,P004,R02,2731,2024,12,24,7128.0,9252.0,11895.0,9857.0,15419.0,9425.0,9256.333333333334,4
2025-01-01,P004,R02,4705,2025,1,25,2731.0,7128.0,9252.0,7494.0,8158.0,6370.333333333333,8068.666666666667,1
2025-02-01,P004,R02,8662,2025,2,26,4705.0,2731.0,7128.0,9912.0,5114.0,4854.666666666667,7603.833333333333,1
2025-03-01,P004,R02,3898,2025,3,27,8662.0,4705.0,2731.0,11895.0,8113.0,5366.0,7395.5,1
2025-04-01,P004,R02,8543,2025,4,28,3898.0,8662.0,4705.0,9252.0,6912.0,5755.0,6062.666666666667,2
2025-05-01,P004,R02,10646,2025,5,29,8543.0,3898.0,8662.0,7128.0,8880.0,7034.333333333333,5944.5,2
2025-06-01,P004,R02,6330,2025,6,30,10646.0,8543.0,3898.0,2731.0,9857.0,7695.666666666667,6530.833333333333,2
2025-07-01,P004,R02,7104,2025,7,31,6330.0,10646.0,8543.0,4705.0,7494.0,8506.333333333334,7130.666666666667,3
2025-08-01,P004,R02,16181,2025,8,32,7104.0,6330.0,10646.0,8662.0,9912.0,8026.666666666667,7530.5,3
2025-09-01,P004,R02,9286,2025,9,33,16181.0,7104.0,6330.0,3898.0,11895.0,9871.666666666666,8783.666666666666,3
2025-10-01,P004,R02,9976,2025,10,34,9286.0,16181.0,7104.0,8543.0,9252.0,10857.0,9681.666666666666,4
2025-11-01,P004,R02,3906,2025,11,35,9976.0,9286.0,16181.0,10646.0,7128.0,11814.333333333334,9920.5,4
2025-12-01,P004,R02,9544,2025,12,36,3906.0,9976.0,9286.0,6330.0,2731.0,7722.666666666667,8797.166666666666,4
2023-01-01,P004,R03,7559,2023,1,1,,,,,,,,1
2023-02-01,P004,R03,6343,2023,2,2,7559.0,,,,,,,1
2023-03-01,P004,R03,6762,2023,3,3,6343.0,7559.0,,,,,,1
2023-04-01,P004,R03,3743,2023,4,4,6762.0,6343.0,7559.0,,,6888.0,,2
2023-05-01,P004,R03,7071,2023,5,5,3743.0,6762.0,6343.0,,,5616.0,,2
2023-06-01,P004,R03,5619,2023,6,6,7071.0,3743.0,6762.0,,,5858.666666666667,,2
2023-07-01,P004,R03,2338,2023,7,7,5619.0,7071.0,3743.0,7559.0,,5477.666666666667,6182.833333333333,3
2023-08-01,P004,R03,7984,2023,8,8,2338.0,5619.0,7071.0,6343.0,,5009.333333333333,5312.666666666667,3
2023-09-01,P004,R03,8456,2023,9,9,7984.0,2338.0,5619.0,6762.0,,5313.666666666667,5586.166666666667,3
2023-10-01,P004,R03,3884,2023,10,10,8456.0,7984.0,2338.0,3743.0,,6259.333333333333,5868.5,4
2023-11-01,P004,R03,12962,2023,11,11,3884.0,8456.0,7984.0,7071.0,,6774.666666666667,5892.0,4
2023-12-01,P004,R03,4061,2023,12,12,12962.0,3884.0,8456.0,5619.0,,8434.0,6873.833333333333,4
2024-01-01,P004,R03,0,2024,1,13,4061.0,12962.0,3884.0,2338.0,7559.0,6969.0,6614.166666666667,1
2024-02-01,P004,R03,6925,2024,2,14,0.0,4061.0,12962.0,7984.0,6343.0,5674.333333333333,6224.5,1
2024-03-01,P004,R03,3681,2024,3,15,6925.0,0.0,4061.0,8456.0,6762.0,3662.0,6048.0,1
2024-04-01,P004,R03,2323,2024,4,16,3681.0,6925.0,0.0,3884.0,3743.0,3535.3333333333335,5252.166666666667,2
2024-05-01,P004,R03,1582,2024,5,17,2323.0,3681.0,6925.0,12962.0,7071.0,4309.666666666667,4992.0,2
2024-06-01,P004,R03,8597,2024,6,18,1582.0,2323.0,3681.0,4061.0,5619.0,2528.6666666666665,3095.3333333333335,2
2024-07-01,P004,R03,3051,2024,7,19,8597.0,1582.0,2323.0,0.0,2338.0,4167.333333333333,3851.3333333333335,3
2024-08-01,P004,R03,4468,2024,8,20,3051.0,8597.0,1582.0,6925.0,7984.0,4410.0,4359.833333333333,3
2024-09-01,P004,R03,2386,2024,9,21,4468.0,3051.0,8597.0,3681.0,8456.0,5372.0,3950.3333333333335,3
2024-10-01,P004,R03,9452,2024,10,22,2386.0,4468.0,3051.0,2323.0,3884.0,3301.6666666666665,3734.5,4
2024-11-01,P004,R03,6989,2024,11,23,9452.0,2386.0,4468.0,1582.0,12962.0,5435.333333333333,4922.666666666667,4
2024-12-01,P004,R03,5561,2024,12,24,6989.0,9452.0,2386.0,8597.0,4061.0,6275.666666666667,5823.833333333333,4
2025-01-01,P004,R03,1603,2025,1,25,5561.0,6989.0,9452.0,3051.0,0.0,7334.0,5317.833333333333,1
2025-02-01,P004,R03,2827,2025,2,26,1603.0,5561.0,6989.0,4468.0,6925.0,4717.666666666667,5076.5,1
2025-03-01,P004,R03,7825,2025,3,27,2827.0,1603.0,5561.0,2386.0,3681.0,3330.3333333333335,4803.0,1
2025-04-01,P004,R03,6115,2025,4,28,7825.0,2827.0,1603.0,9452.0,2323.0,4085.0,5709.5,2
2025-05-01,P004,R03,12594,2025,5,29,6115.0,7825.0,2827.0,6989.0,1582.0,5589.0,5153.333333333333,2
2025-06-01,P004,R03,10320,2025,6,30,12594.0,6115.0,7825.0,5561.0,8597.0,8844.666666666666,6087.5,2
2025-07-01,P004,R03,3094,2025,7,31,10320.0,12594.0,6115.0,1603.0,3051.0,9676.333333333334,6880.666666666667,3
2025-08-01,P004,R03,4661,2025,8,32,3094.0,10320.0,12594.0,2827.0,4468.0,8669.333333333334,7129.166666666667,3
2025-09-01,P004,R03,0,2025,9,33,4661.0,3094.0,10320.0,7825.0,2386.0,6025.0,7434.833333333333,3
2025-10-01,P004,R03,6061,2025,10,34,0.0,4661.0,3094.0,6115.0,9452.0,2585.0,6130.666666666667,4
2025-11-01,P004,R03,6928,2025,11,35,6061.0,0.0,4661.0,12594.0,6989.0,3574.0,6121.666666666667,4
2025-12-01,P004,R03,2797,2025,12,36,6928.0,6061.0,0.0,10320.0,5561.0,4329.666666666667,5177.333333333333,4
2023-01-01,P004,R04,9213,2023,1,1,,,,,,,,1
2023-02-01,P004,R04,16053,2023,2,2,9213.0,,,,,,,1
2023-03-01,P004,R04,17281,2023,3,3,16053.0,9213.0,,,,,,1
2023-04-01,P004,R04,7893,2023,4,4,17281.0,16053.0,9213.0,,,14182.333333333334,,2
2023-05-01,P004,R04,16257,2023,5,5,7893.0,17281.0,16053.0,,,13742.333333333334,,2
2023-06-01,P004,R04,10611,2023,6,6,16257.0,7893.0,17281.0,,,13810.333333333334,,2
2023-07-01,P004,R04,15872,2023,7,7,10611.0,16257.0,7893.0,9213.0,,11587.0,12884.666666666666,3
2023-08-01,P004,R04,7167,2023,8,8,15872.0,10611.0,16257.0,16053.0,,14246.666666666666,13994.5,3
2023-09-01,P004,R04,3970,2023,9,9,7167.0,15872.0,10611.0,17281.0,,11216.666666666666,12513.5,3
2023-10-01,P004,R04,17217,2023,10,10,3970.0,7167.0,15872.0,7893.0,,9003.0,10295.0,4
2023-11-01,P004,R04,6756,2023,11,11,17217.0,3970.0,7167.0,16257.0,,9451.333333333334,11849.0,4
2023-12-01,P004,R04,18008,2023,12,12,6756.0,17217.0,3970.0,10611.0,,9314.333333333334,10265.5,4
2024-01-01,P004,R04,12976,2024,1,13,18008.0,6756.0,17217.0,15872.0,9213.0,13993.666666666666,11498.333333333334,1
2024-02-01,P004,R04,11581,2024,2,14,12976.0,18008.0,6756.0,7167.0,16053.0,12580.0,11015.666666666666,1
2024-03-01,P004,R04,10043,2024,3,15,11581.0,12976.0,18008.0,3970.0,17281.0,14188.333333333334,11751.333333333334,1
2024-04-01,P004,R04,12451,2024,4,16,10043.0,11581.0,12976.0,17217.0,7893.0,11533.333333333334,12763.5,2
2024-05-01,P004,R04,13497,2024,5,17,12451.0,10043.0,11581.0,6756.0,16257.0,11358.333333333334,11969.166666666666,2
2024-06-01,P004,R04,13069,2024,6,18,13497.0,12451.0,10043.0,18008.0,10611.0,11997.0,13092.666666666666,2
2024-07-01,P004,R04,15220,2024,7,19,13069.0,13497.0,12451.0,12976.0,15872.0,13005.666666666666,12269.5,3
2024-08-01,P004,R04,11591,2024,8,20,15220.0,13069.0,13497.0,11581.0,7167.0,13928.666666666666,12643.5,3
2024-09-01,P004,R04,16135,2024,9,21,11591.0,15220.0,13069.0,10043.0,3970.0,13293.333333333334,12645.166666666666,3
2024-10-01,P004,R04,12866,2024,10,22,16135.0,11591.0,15220.0,12451.0,17217.0,14315.333333333334,13660.5,4
2024-11-01,P004,R04,13355,2024,11,23,12866.0,16135.0,11591.0,13497.0,6756.0,13530.666666666666,13729.666666666666,4
2024-12-01,P004,R04,12686,2024,12,24,13355.0,12866.0,16135.0,13069.0,18008.0,14118.666666666666,13706.0,4
2025-01-01,P004,R04,7848,2025,1,25,12686.0,13355.0,12866.0,15220.0,12976.0,12969.0,13642.166666666666,1
2025-02-01,P004,R04,5708,2025,2,26,7848.0,12686.0,13355.0,11591.0,11581.0,11296.333333333334,12413.5,1
2025-03-01,P004,R04,12365,2025,3,27,5708.0,7848.0,12686.0,16135.0,10043.0,8747.333333333334,11433.0,1
2025-04-01,P004,R04,11610,2025,4,28,12365.0,5708.0,7848.0,12866.0,12451.0,8640.333333333334,10804.666666666666,2
2025-05-01,P004,R04,15634,2025,5,29,11610.0,12365.0,5708.0,13355.0,13497.0,9894.333333333334,10595.333333333334,2
2025-06-01,P004,R04,7689,2025,6,30,15634.0,11610.0,12365.0,12686.0,13069.0,13203.0,10975.166666666666,2
2025-07-01,P004,R04,6207,2025,7,31,7689.0,15634.0,11610.0,7848.0,15220.0,11644.333333333334,10142.333333333334,3
2025-08-01,P004,R04,13092,2025,8,32,6207.0,7689.0,15634.0,5708.0,11591.0,9843.333333333334,9868.833333333334,3
2025-09-01,P004,R04,5721,2025,9,33,13092.0,6207.0,7689.0,12365.0,16135.0,8996.0,11099.5,3
2025-10-01,P004,R04,16810,2025,10,34,5721.0,13092.0,6207.0,11610.0,12866.0,8340.0,9992.166666666666,4
2025-11-01,P004,R04,5192,2025,11,35,16810.0,5721.0,13092.0,15634.0,13355.0,11874.333333333334,10858.833333333334,4
2025-12-01,P004,R04,18632,2025,12,36,5192.0,16810.0,5721.0,7689.0,12686.0,9241.0,9118.5,4
2023-01-01,P005,R01,8755,2023,1,1,,,,,,,,1
2023-02-01,P005,R01,6985,2023,2,2,8755.0,,,,,,,1
2023-03-01,P005,R01,9903,2023,3,3,6985.0,8755.0,,,,,,1
2023-04-01,P005,R01,8247,2023,4,4,9903.0,6985.0,8755.0,,,8547.666666666666,,2
2023-05-01,P005,R01,6757,2023,5,5,8247.0,9903.0,6985.0,,,8378.333333333334,,2
2023-06-01,P005,R01,9895,2023,6,6,6757.0,8247.0,9903.0,,,8302.333333333334,,2
2023-07-01,P005,R01,8302,2023,7,7,9895.0,6757.0,8247.0,8755.0,,8299.666666666666,8423.666666666666,3
2023-08-01,P005,R01,10018,2023,8,8,8302.0,9895.0,6757.0,6985.0,,8318.0,8348.166666666666,3
2023-09-01,P005,R01,10349,2023,9,9,10018.0,8302.0,9895.0,9903.0,,9405.0,8853.666666666666,3
2023-10-01,P005,R01,5171,2023,10,10,10349.0,10018.0,8302.0,8247.0,,9556.333333333334,8928.0,4
2023-11-01,P005,R01,11422,2023,11,11,5171.0,10349.0,10018.0,6757.0,,8512.666666666666,8415.333333333334,4
2023-12-01,P005,R01,15248,2023,12,12,11422.0,5171.0,10349.0,9895.0,,8980.666666666666,9192.833333333334,4
2024-01-01,P005,R01,5816,2024,1,13,15248.0,11422.0,5171.0,8302.0,8755.0,10613.666666666666,10085.0,1
2024-02-01,P005,R01,4450,2024,2,14,5816.0,15248.0,11422.0,10018.0,6985.0,10828.666666666666,9670.666666666666,1
2024-03-01,P005,R01,5454,2024,3,15,4450.0,5816.0,15248.0,10349.0,9903.0,8504.666666666666,8742.666666666666,1
2024-04-01,P005,R01,10048,2024,4,16,5454.0,4450.0,5816.0,5171.0,8247.0,5240.0,7926.833333333333,2
2024-05-01,P005,R01,6781,2024,5,17,10048.0,5454.0,4450.0,11422.0,6757.0,6650.666666666667,8739.666666666666,2
2024-06-01,P005,R01,4976,2024,6,18,6781.0,10048.0,5454.0,15248.0,9895.0,7427.666666666667,7966.166666666667,2
2024-07-01,P005,R01,5878,2024,7,19,4976.0,6781.0,10048.0,5816.0,8302.0,7268.333333333333,6254.166666666667,3
2024-08-01,P005,R01,7231,2024,8,20,5878.0,4976.0,6781.0,4450.0,10018.0,5878.333333333333,6264.5,3
2024-09-01,P005,R01,6260,2024,9,21,7231.0,5878.0,4976.0,5454.0,10349.0,6028.333333333333,6728.0,3
2024-10-01,P005,R01,4824,2024,10,22,6260.0,7231.0,5878.0,10048.0,5171.0,6456.333333333333,6862.333333333333,4
2024-11-01,P005,R01,12982,2024,11,23,4824.0,6260.0,7231.0,6781.0,11422.0,6105.0,5991.666666666667,4
2024-12-01,P005,R01,7906,2024,12,24,12982.0,4824.0,6260.0,4976.0,15248.0,8022.0,7025.166666666667,4
2025-01-01,P005,R01,9965,2025,1,25,7906.0,12982.0,4824.0,5878.0,5816.0,8570.666666666666,7513.5,1
2025-02-01,P005,R01,12181,2025,2,26,9965.0,7906.0,12982.0,7231.0,4450.0,10284.333333333334,8194.666666666666,1
2025-03-01,P005,R01,6468,2025,3,27,12181.0,9965.0,7906.0,6260.0,5454.0,10017.333333333334,9019.666666666666,1
2025-04-01,P005,R01,2210,2025,4,28,6468.0,12181.0,9965.0,4824.0,10048.0,9538.0,9054.333333333334,2
2025-05-01,P005,R01,5353,2025,5,29,2210.0,6468.0,12181.0,12982.0,6781.0,6953.0,8618.666666666666,2
2025-06-01,P005,R01,3889,2025,6,30,5353.0,2210.0,6468.0,7906.0,4976.0,4677.0,7347.166666666667,2
2025-07-01,P005,R01,4284,2025,7,31,3889.0,5353.0,2210.0,9965.0,5878.0,3817.3333333333335,6677.666666666667,3
2025-08-01,P005,R01,12247,2025,8,32,4284.0,3889.0,5353.0,12181.0,7231.0,4508.666666666667,5730.833333333333,3
2025-09-01,P005,R01,10962,2025,9,33,12247.0,4284.0,3889.0,6468.0,6260.0,6806.666666666667,5741.833333333333,3
2025-10-01,P005,R01,7559,2025,10,34,10962.0,12247.0,4284.0,2210.0,4824.0,9164.333333333334,6490.833333333333,4
2025-11-01,P005,R01,7060,2025,11,35,7559.0,10962.0,12247.0,5353.0,12982.0,10256.0,7382.333333333333,4
2025-12-01,P005,R01,4217,2025,12,36,7060.0,7559.0,10962.0,3889.0,7906.0,8527.0,7666.833333333333,4
2023-01-01,P005,R02,10509,2023,1,1,,,,,,,,1
2023-02-01,P005,R02,12845,2023,2,2,10509.0,,,,,,,1
2023-03-01,P005,R02,5562,2023,3,3,12845.0,10509.0,,,,,,1
2023-04-01,P005,R02,9454,2023,4,4,5562.0,12845.0,10509.0,,,9638.666666666666,,2
2023-05-01,P005,R02,8629,2023,5,5,9454.0,5562.0,12845.0,,,9287.0,,2
2023-06-01,P005,R02,16573,2023,6,6,8629.0,9454.0,5562.0,,,7881.666666666667,,2
2023-07-01,P005,R02,8224,2023,7,7,16573.0,8629.0,9454.0,10509.0,,11552.0,10595.333333333334,3
2023-08-01,P005,R02,9663,2023,8,8,8224.0,16573.0,8629.0,12845.0,,11142.0,10214.5,3
2023-09-01,P005,R02,9887,2023,9,9,9663.0,8224.0,16573.0,5562.0,,11486.666666666666,9684.166666666666,3
2023-10-01,P005,R02,5903,2023,10,10,9887.0,9663.0,8224.0,9454.0,,9258.0,10405.0,4
2023-11-01,P005,R02,14053,2023,11,11,5903.0,9887.0,9663.0,8629.0,,8484.333333333334,9813.166666666666,4
2023-12-01,P005,R02,16083,2023,12,12,14053.0,5903.0,9887.0,16573.0,,9947.666666666666,10717.166666666666,4
2024-01-01,P005,R02,7791,2024,1,13,16083.0,14053.0,5903.0,8224.0,10509.0,12013.0,10635.5,1
2024-02-01,P005,R02,13252,2024,2,14,7791.0,16083.0,14053.0,9663.0,12845.0,12642.333333333334,10563.333333333334,1
2024-03-01,P005,R02,8756,2024,3,15,13252.0,7791.0,16083.0,9887.0,5562.0,12375.333333333334,11161.5,1
2024-04-01,P005,R02,8481,2024,4,16,8756.0,13252.0,7791.0,5903.0,9454.0,9933.0,10973.0,2
2024-05-01,P005,R02,5017,2024,5,17,8481.0,8756.0,13252.0,14053.0,8629.0,10163.0,11402.666666666666,2
2024-06-01,P005,R02,4766,2024,6,18,5017.0,8481.0,8756.0,16083.0,16573.0,7418.0,9896.666666666666,2
2024-07-01,P005,R02,12087,2024,7,19,4766.0,5017.0,8481.0,7791.0,8224.0,6088.0,8010.5,3
2024-08-01,P005,R02,11793,2024,8,20,12087.0,4766.0,5017.0,13252.0,9663.0,7290.0,8726.5,3
2024-09-01,P005,R02,6003,2024,9,21,11793.0,12087.0,4766.0,8756.0,9887.0,9548.666666666666,8483.333333333334,3
2024-10-01,P005,R02,8324,2024,10,22,6003.0,11793.0,12087.0,8481.0,5903.0,9961.0,8024.5,4
2024-11-01,P005,R02,11343,2024,11,23,8324.0,6003.0,11793.0,5017.0,14053.0,8706.666666666666,7998.333333333333,4
2024-12-01,P005,R02,6525,2024,12,24,11343.0,8324.0,6003.0,4766.0,16083.0,8556.666666666666,9052.666666666666,4
2025-01-01,P005,R02,5879,2025,1,25,6525.0,11343.0,8324.0,12087.0,7791.0,8730.666666666666,9345.833333333334,1
2025-02-01,P005,R02,8044,2025,2,26,5879.0,6525.0,11343.0,11793.0,13252.0,7915.666666666667,8311.166666666666,1
2025-03-01,P005,R02,11019,2025,3,27,8044.0,5879.0,6525.0,6003.0,8756.0,6816.0,7686.333333333333,1
2025-04-01,P005,R02,6359,2025,4,28,11019.0,8044.0,5879.0,8324.0,8481.0,8314.0,8522.333333333334,2
2025-05-01,P005,R02,2169,2025,5,29,6359.0,11019.0,8044.0,11343.0,5017.0,8474.0,8194.833333333334,2
2025-06-01,P005,R02,3126,2025,6,30,2169.0,6359.0,11019.0,6525.0,4766.0,6515.666666666667,6665.833333333333,2
2025-07-01,P005,R02,4475,2025,7,31,3126.0,2169.0,6359.0,5879.0,12087.0,3884.6666666666665,6099.333333333333,3
2025-08-01,P005,R02,13253,2025,8,32,4475.0,3126.0,2169.0,8044.0,11793.0,3256.6666666666665,5865.333333333333,3
2025-09-01,P005,R02,8527,2025,9,33,13253.0,4475.0,3126.0,11019.0,6003.0,6951.333333333333,6733.5,3
2025-10-01,P005,R02,9988,2025,10,34,8527.0,13253.0,4475.0,6359.0,8324.0,8751.666666666666,6318.166666666667,4
2025-11-01,P005,R02,18078,2025,11,35,9988.0,8527.0,13253.0,2169.0,11343.0,10589.333333333334,6923.0,4
2025-12-01,P005,R02,7417,2025,12,36,18078.0,9988.0,8527.0,3126.0,6525.0,12197.666666666666,9574.5,4
2023-01-01,P005,R03,2999,2023,1,1,,,,,,,,1
2023-02-01,P005,R03,7803,2023,2,2,2999.0,,,,,,,1
2023-03-01,P005,R03,9467,2023,3,3,7803.0,2999.0,,,,,,1
2023-04-01,P005,R03,2435,2023,4,4,9467.0,7803.0,2999.0,,,6756.333333333333,,2
2023-05-01,P005,R03,6732,2023,5,5,2435.0,9467.0,7803.0,,,6568.333333333333,,2
2023-06-01,P005,R03,5657,2023,6,6,6732.0,2435.0,9467.0,,,6211.333333333333,,2
2023-07-01,P005,R03,2270,2023,7,7,5657.0,6732.0,2435.0,2999.0,,4941.333333333333,5848.833333333333,3
2023-08-01,P005,R03,12734,2023,8,8,2270.0,5657.0,6732.0,7803.0,,4886.333333333333,5727.333333333333,3
2023-09-01,P005,R03,6535,2023,9,9,12734.0,2270.0,5657.0,9467.0,,6887.0,6549.166666666667,3
2023-10-01,P005,R03,4729,2023,10,10,6535.0,12734.0,2270.0,2435.0,,7179.666666666667,6060.5,4
2023-11-01,P005,R03,7322,2023,11,11,4729.0,6535.0,12734.0,6732.0,,7999.333333333333,6442.833333333333,4
2023-12-01,P005,R03,6837,2023,12,12,7322.0,4729.0,6535.0,5657.0,,6195.333333333333,6541.166666666667,4
2024-01-01,P005,R03,8077,2024,1,13,6837.0,7322.0,4729.0,2270.0,2999.0,6296.0,6737.833333333333,1
2024-02-01,P005,R03,7670,2024,2,14,8077.0,6837.0,7322.0,12734.0,7803.0,7412.0,7705.666666666667,1
2024-03-01,P005,R03,903,2024,3,15,7670.0,8077.0,6837.0,6535.0,9467.0,7528.0,6861.666666666667,1
2024-04-01,P005,R03,826,2024,4,16,903.0,7670.0,8077.0,4729.0,2435.0,5550.0,5923.0,2
2024-05-01,P005,R03,3127,2024,5,17,826.0,903.0,7670.0,7322.0,6732.0,3133.0,5272.5,2
2024-06-01,P005,R03,6507,2024,6,18,3127.0,826.0,903.0,6837.0,5657.0,1618.6666666666667,4573.333333333333,2
2024-07-01,P005,R03,3655,2024,7,19,6507.0,3127.0,826.0,8077.0,2270.0,3486.6666666666665,4518.333333333333,3
2024-08-01,P005,R03,10851,2024,8,20,3655.0,6507.0,3127.0,7670.0,12734.0,4429.666666666667,3781.3333333333335,3
2024-09-01,P005,R03,4956,2024,9,21,10851.0,3655.0,6507.0,903.0,6535.0,7004.333333333333,4311.5,3
2024-10-01,P005,R03,12395,2024,10,22,4956.0,10851.0,3655.0,826.0,4729.0,6487.333333333333,4987.0,4
2024-11-01,P005,R03,1641,2024,11,23,12395.0,4956.0,10851.0,3127.0,7322.0,9400.666666666666,6915.166666666667,4
2024-12-01,P005,R03,4602,2024,12,24,1641.0,12395.0,4956.0,6507.0,6837.0,6330.666666666667,6667.5,4
2025-01-01,P005,R03,5672,2025,1,25,4602.0,1641.0,12395.0,3655.0,8077.0,6212.666666666667,6350.0,1
2025-02-01,P005,R03,4181,2025,2,26,5672.0,4602.0,1641.0,10851.0,7670.0,3971.6666666666665,6686.166666666667,1
2025-03-01,P005,R03,4887,2025,3,27,4181.0,5672.0,4602.0,4956.0,903.0,4818.333333333333,5574.5,1
2025-04-01,P005,R03,2317,2025,4,28,4887.0,4181.0,5672.0,12395.0,826.0,4913.333333333333,5563.0,2
2025-05-01,P005,R03,5203,2025,5,29,2317.0,4887.0,4181.0,1641.0,3127.0,3795.0,3883.3333333333335,2
2025-06-01,P005,R03,3895,2025,6,30,5203.0,2317.0,4887.0,4602.0,6507.0,4135.666666666667,4477.0,2
2025-07-01,P005,R03,4545,2025,7,31,3895.0,5203.0,2317.0,5672.0,3655.0,3805.0,4359.166666666667,3
2025-08-01,P005,R03,2509,2025,8,32,4545.0,3895.0,5203.0,4181.0,10851.0,4547.666666666667,4171.333333333333,3
2025-09-01,P005,R03,3485,2025,9,33,2509.0,4545.0,3895.0,4887.0,4956.0,3649.6666666666665,3892.6666666666665,3
2025-10-01,P005,R03,8232,2025,10,34,3485.0,2509.0,4545.0,2317.0,12395.0,3513.0,3659.0,4
2025-11-01,P005,R03,4876,2025,11,35,8232.0,3485.0,2509.0,5203.0,1641.0,4742.0,4644.833333333333,4
2025-12-01,P005,R03,5506,2025,12,36,4876.0,8232.0,3485.0,3895.0,4602.0,5531.0,4590.333333333333,4
2023-01-01,P005,R04,8403,2023,1,1,,,,,,,,1
2023-02-01,P005,R04,17348,2023,2,2,8403.0,,,,,,,1
2023-03-01,P005,R04,24840,2023,3,3,17348.0,8403.0,,,,,,1
2023-04-01,P005,R04,14951,2023,4,4,24840.0,17348.0,8403.0,,,16863.666666666668,,2
2023-05-01,P005,R04,13841,2023,5,5,14951.0,24840.0,17348.0,,,19046.333333333332,,2
2023-06-01,P005,R04,4062,2023,6,6,13841.0,14951.0,24840.0,,,17877.333333333332,,2
2023-07-01,P005,R04,17025,2023,7,7,4062.0,13841.0,14951.0,8403.0,,10951.333333333334,13907.5,3
2023-08-01,P005,R04,13029,2023,8,8,17025.0,4062.0,13841.0,17348.0,,11642.666666666666,15344.5,3
2023-09-01,P005,R04,9833,2023,9,9,13029.0,17025.0,4062.0,24840.0,,11372.0,14624.666666666666,3
